description,city_name,date
"In Kolkata during 02/1993, the average temperature was 23.07°C, with highs up to 34.40°C and lows down to 12.00°C. There were 14.00 hours of precipitation and total precipitation of 10.00 mm. There were 296.80 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Kolkata,1993-02
"In Kolkata during 03/1993, the average temperature was 25.79°C, with highs up to 36.00°C and lows down to 15.60°C. There were 45.00 hours of precipitation and total precipitation of 58.70 mm. There were 334.43 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kolkata,1993-03
"In Kolkata during 04/1993, the average temperature was 28.78°C, with highs up to 37.90°C and lows down to 20.70°C. There were 80.00 hours of precipitation and total precipitation of 93.60 mm. There were 341.17 hours of sunshine, with an average of 12.68 hours of daylight. The most frequent weather was Light Drizzle occurring on 5 days.",Kolkata,1993-04
"In Kolkata during 05/1993, the average temperature was 29.55°C, with highs up to 35.60°C and lows down to 23.70°C. There were 123.00 hours of precipitation and total precipitation of 148.40 mm. There were 343.63 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Cloudy occurring on 11 days.",Kolkata,1993-05
"In Kolkata during 06/1993, the average temperature was 28.62°C, with highs up to 35.70°C and lows down to 25.00°C. There were 308.00 hours of precipitation and total precipitation of 426.10 mm. There were 222.94 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kolkata,1993-06
"In Kolkata during 07/1993, the average temperature was 28.39°C, with highs up to 34.10°C and lows down to 25.00°C. There were 317.00 hours of precipitation and total precipitation of 279.00 mm. There were 249.59 hours of sunshine, with an average of 13.36 hours of daylight. The most frequent weather was Rain occurring on 16 days.",Kolkata,1993-07
"In Kolkata during 08/1993, the average temperature was 27.60°C, with highs up to 32.30°C and lows down to 25.00°C. There were 350.00 hours of precipitation and total precipitation of 409.60 mm. There were 199.07 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Kolkata,1993-08
"In Kolkata during 09/1993, the average temperature was 26.84°C, with highs up to 32.60°C and lows down to 24.30°C. There were 358.00 hours of precipitation and total precipitation of 388.10 mm. There were 188.09 hours of sunshine, with an average of 12.28 hours of daylight. The most frequent weather was Rain occurring on 16 days.",Kolkata,1993-09
"In Kolkata during 10/1993, the average temperature was 26.19°C, with highs up to 31.40°C and lows down to 18.60°C. There were 167.00 hours of precipitation and total precipitation of 144.80 mm. There were 291.68 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kolkata,1993-10
"In Kolkata during 11/1993, the average temperature was 22.87°C, with highs up to 29.10°C and lows down to 13.90°C. There were 55.00 hours of precipitation and total precipitation of 51.60 mm. There were 287.22 hours of sunshine, with an average of 11.06 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,1993-11
"In Kolkata during 12/1993, the average temperature was 20.17°C, with highs up to 27.80°C and lows down to 12.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 305.86 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Kolkata,1993-12
"In Kolkata during 01/1994, the average temperature was 20.12°C, with highs up to 29.50°C and lows down to 10.20°C. There were 19.00 hours of precipitation and total precipitation of 6.60 mm. There were 304.28 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kolkata,1994-01
"In Kolkata during 02/1994, the average temperature was 21.24°C, with highs up to 31.80°C and lows down to 12.00°C. There were 51.00 hours of precipitation and total precipitation of 45.70 mm. There were 275.17 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 7 days.",Kolkata,1994-02
"In Kolkata during 03/1994, the average temperature was 27.89°C, with highs up to 37.60°C and lows down to 16.10°C. There were 29.00 hours of precipitation and total precipitation of 17.70 mm. There were 342.47 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 7 days.",Kolkata,1994-03
"In Kolkata during 04/1994, the average temperature was 28.93°C, with highs up to 38.60°C and lows down to 21.80°C. There were 76.00 hours of precipitation and total precipitation of 113.60 mm. There were 328.99 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Cloudy occurring on 7 days.",Kolkata,1994-04
"In Kolkata during 05/1994, the average temperature was 30.10°C, with highs up to 39.40°C and lows down to 23.70°C. There were 150.00 hours of precipitation and total precipitation of 346.80 mm. There were 321.88 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Light Rain occurring on 7 days.",Kolkata,1994-05
"In Kolkata during 06/1994, the average temperature was 28.62°C, with highs up to 35.70°C and lows down to 25.20°C. There were 270.00 hours of precipitation and total precipitation of 311.00 mm. There were 226.74 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kolkata,1994-06
"In Kolkata during 07/1994, the average temperature was 27.64°C, with highs up to 33.20°C and lows down to 24.80°C. There were 401.00 hours of precipitation and total precipitation of 348.10 mm. There were 197.60 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 17 days.",Kolkata,1994-07
"In Kolkata during 08/1994, the average temperature was 27.66°C, with highs up to 32.20°C and lows down to 24.80°C. There were 328.00 hours of precipitation and total precipitation of 305.30 mm. There were 224.08 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 20 days.",Kolkata,1994-08
"In Kolkata during 09/1994, the average temperature was 27.61°C, with highs up to 33.40°C and lows down to 20.80°C. There were 231.00 hours of precipitation and total precipitation of 166.90 mm. There were 292.80 hours of sunshine, with an average of 12.28 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kolkata,1994-09
"In Kolkata during 10/1994, the average temperature was 26.10°C, with highs up to 32.30°C and lows down to 19.70°C. There were 121.00 hours of precipitation and total precipitation of 107.80 mm. There were 286.02 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Rain occurring on 8 days.",Kolkata,1994-10
"In Kolkata during 11/1994, the average temperature was 23.78°C, with highs up to 30.60°C and lows down to 15.90°C. There were 10.00 hours of precipitation and total precipitation of 2.50 mm. There were 274.72 hours of sunshine, with an average of 11.07 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,1994-11
"In Kolkata during 12/1994, the average temperature was 19.76°C, with highs up to 29.30°C and lows down to 10.20°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 307.03 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 18 days.",Kolkata,1994-12
"In Kolkata during 01/1995, the average temperature was 18.44°C, with highs up to 27.60°C and lows down to 9.80°C. There were 14.00 hours of precipitation and total precipitation of 5.70 mm. There were 285.05 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kolkata,1995-01
"In Kolkata during 02/1995, the average temperature was 21.97°C, with highs up to 33.20°C and lows down to 11.70°C. There were 51.00 hours of precipitation and total precipitation of 49.50 mm. There were 277.87 hours of sunshine, with an average of 11.39 hours of daylight. The most frequent weather was Cloudy occurring on 6 days.",Kolkata,1995-02
"In Kolkata during 03/1995, the average temperature was 26.86°C, with highs up to 37.90°C and lows down to 17.10°C. There were 7.00 hours of precipitation and total precipitation of 10.20 mm. There were 342.81 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Kolkata,1995-03
"In Kolkata during 04/1995, the average temperature was 31.07°C, with highs up to 41.30°C and lows down to 22.90°C. There were 33.00 hours of precipitation and total precipitation of 31.80 mm. There were 350.43 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Partly Cloudy occurring on 6 days.",Kolkata,1995-04
"In Kolkata during 05/1995, the average temperature was 30.16°C, with highs up to 39.80°C and lows down to 24.40°C. There were 139.00 hours of precipitation and total precipitation of 176.90 mm. There were 284.05 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Kolkata,1995-05
"In Kolkata during 06/1995, the average temperature was 29.18°C, with highs up to 34.40°C and lows down to 25.40°C. There were 224.00 hours of precipitation and total precipitation of 224.30 mm. There were 216.09 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kolkata,1995-06
"In Kolkata during 07/1995, the average temperature was 27.90°C, with highs up to 33.40°C and lows down to 24.90°C. There were 387.00 hours of precipitation and total precipitation of 361.80 mm. There were 196.21 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 15 days.",Kolkata,1995-07
"In Kolkata during 08/1995, the average temperature was 27.80°C, with highs up to 33.50°C and lows down to 25.20°C. There were 367.00 hours of precipitation and total precipitation of 345.50 mm. There were 217.15 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 20 days.",Kolkata,1995-08
"In Kolkata during 09/1995, the average temperature was 27.24°C, with highs up to 32.90°C and lows down to 23.10°C. There were 322.00 hours of precipitation and total precipitation of 237.80 mm. There were 211.72 hours of sunshine, with an average of 12.29 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kolkata,1995-09
"In Kolkata during 10/1995, the average temperature was 26.03°C, with highs up to 31.90°C and lows down to 18.30°C. There were 172.00 hours of precipitation and total precipitation of 118.90 mm. There were 268.91 hours of sunshine, with an average of 11.64 hours of daylight. The most frequent weather was Drizzle occurring on 9 days.",Kolkata,1995-10
"In Kolkata during 11/1995, the average temperature was 22.47°C, with highs up to 30.80°C and lows down to 12.30°C. There were 118.00 hours of precipitation and total precipitation of 174.30 mm. There were 252.13 hours of sunshine, with an average of 11.07 hours of daylight. The most frequent weather was Sunny occurring on 10 days.",Kolkata,1995-11
"In Kolkata during 12/1995, the average temperature was 19.24°C, with highs up to 27.70°C and lows down to 10.90°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 307.63 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 24 days.",Kolkata,1995-12
"In Kolkata during 01/1996, the average temperature was 19.46°C, with highs up to 27.60°C and lows down to 9.50°C. There were 22.00 hours of precipitation and total precipitation of 4.50 mm. There were 300.55 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Cloudy occurring on 10 days.",Kolkata,1996-01
"In Kolkata during 02/1996, the average temperature was 22.25°C, with highs up to 33.10°C and lows down to 9.70°C. There were 27.00 hours of precipitation and total precipitation of 7.40 mm. There were 306.27 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kolkata,1996-02
"In Kolkata during 03/1996, the average temperature was 28.05°C, with highs up to 37.80°C and lows down to 15.90°C. There were 22.00 hours of precipitation and total precipitation of 16.90 mm. There were 341.41 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kolkata,1996-03
"In Kolkata during 04/1996, the average temperature was 29.57°C, with highs up to 39.40°C and lows down to 19.80°C. There were 84.00 hours of precipitation and total precipitation of 83.10 mm. There were 334.42 hours of sunshine, with an average of 12.68 hours of daylight. The most frequent weather was Light Drizzle occurring on 8 days.",Kolkata,1996-04
"In Kolkata during 05/1996, the average temperature was 31.12°C, with highs up to 40.50°C and lows down to 25.20°C. There were 26.00 hours of precipitation and total precipitation of 4.80 mm. There were 365.95 hours of sunshine, with an average of 13.23 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Kolkata,1996-05
"In Kolkata during 06/1996, the average temperature was 28.76°C, with highs up to 36.80°C and lows down to 25.10°C. There were 357.00 hours of precipitation and total precipitation of 457.60 mm. There were 218.74 hours of sunshine, with an average of 13.50 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kolkata,1996-06
"In Kolkata during 07/1996, the average temperature was 28.33°C, with highs up to 33.50°C and lows down to 25.00°C. There were 346.00 hours of precipitation and total precipitation of 265.60 mm. There were 228.35 hours of sunshine, with an average of 13.36 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kolkata,1996-07
"In Kolkata during 08/1996, the average temperature was 26.99°C, with highs up to 32.30°C and lows down to 24.20°C. There were 486.00 hours of precipitation and total precipitation of 339.20 mm. There were 173.67 hours of sunshine, with an average of 12.89 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kolkata,1996-08
"In Kolkata during 09/1996, the average temperature was 28.08°C, with highs up to 34.00°C and lows down to 24.70°C. There were 296.00 hours of precipitation and total precipitation of 152.50 mm. There were 282.44 hours of sunshine, with an average of 12.27 hours of daylight. The most frequent weather was Light Rain occurring on 9 days.",Kolkata,1996-09
"In Kolkata during 10/1996, the average temperature was 25.96°C, with highs up to 32.10°C and lows down to 19.60°C. There were 111.00 hours of precipitation and total precipitation of 129.20 mm. There were 281.47 hours of sunshine, with an average of 11.62 hours of daylight. The most frequent weather was Mainly Sunny occurring on 7 days.",Kolkata,1996-10
"In Kolkata during 11/1996, the average temperature was 22.59°C, with highs up to 30.40°C and lows down to 14.40°C. There were 22.00 hours of precipitation and total precipitation of 3.90 mm. There were 301.03 hours of sunshine, with an average of 11.06 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kolkata,1996-11
"In Kolkata during 12/1996, the average temperature was 19.15°C, with highs up to 27.70°C and lows down to 9.70°C. There were 10.00 hours of precipitation and total precipitation of 2.50 mm. There were 302.13 hours of sunshine, with an average of 10.77 hours of daylight. The most frequent weather was Sunny occurring on 12 days.",Kolkata,1996-12
"In Kolkata during 01/1997, the average temperature was 18.16°C, with highs up to 26.80°C and lows down to 8.10°C. There were 28.00 hours of precipitation and total precipitation of 25.80 mm. There were 296.98 hours of sunshine, with an average of 10.93 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kolkata,1997-01
"In Kolkata during 02/1997, the average temperature was 21.15°C, with highs up to 31.00°C and lows down to 10.50°C. There were 41.00 hours of precipitation and total precipitation of 23.30 mm. There were 289.78 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kolkata,1997-02
"In Kolkata during 03/1997, the average temperature was 26.86°C, with highs up to 35.30°C and lows down to 19.50°C. There were 42.00 hours of precipitation and total precipitation of 53.30 mm. There were 329.47 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Kolkata,1997-03
"In Kolkata during 04/1997, the average temperature was 25.90°C, with highs up to 34.40°C and lows down to 19.80°C. There were 151.00 hours of precipitation and total precipitation of 205.50 mm. There were 318.68 hours of sunshine, with an average of 12.68 hours of daylight. The most frequent weather was Drizzle occurring on 7 days.",Kolkata,1997-04
"In Kolkata during 05/1997, the average temperature was 30.08°C, with highs up to 39.00°C and lows down to 24.20°C. There were 39.00 hours of precipitation and total precipitation of 57.20 mm. There were 356.13 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Cloudy occurring on 13 days.",Kolkata,1997-05
"In Kolkata during 06/1997, the average temperature was 29.85°C, with highs up to 37.80°C and lows down to 25.90°C. There were 215.00 hours of precipitation and total precipitation of 234.00 mm. There were 244.45 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kolkata,1997-06
"In Kolkata during 07/1997, the average temperature was 28.00°C, with highs up to 33.80°C and lows down to 25.30°C. There were 452.00 hours of precipitation and total precipitation of 576.10 mm. There were 193.68 hours of sunshine, with an average of 13.36 hours of daylight. The most frequent weather was Rain occurring on 20 days.",Kolkata,1997-07
"In Kolkata during 08/1997, the average temperature was 27.77°C, with highs up to 33.00°C and lows down to 24.70°C. There were 423.00 hours of precipitation and total precipitation of 364.20 mm. There were 215.92 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 16 days.",Kolkata,1997-08
"In Kolkata during 09/1997, the average temperature was 27.40°C, with highs up to 33.20°C and lows down to 24.00°C. There were 266.00 hours of precipitation and total precipitation of 253.40 mm. There were 227.40 hours of sunshine, with an average of 12.27 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kolkata,1997-09
"In Kolkata during 10/1997, the average temperature was 26.19°C, with highs up to 31.40°C and lows down to 18.10°C. There were 28.00 hours of precipitation and total precipitation of 7.60 mm. There were 322.88 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,1997-10
"In Kolkata during 11/1997, the average temperature was 24.38°C, with highs up to 31.10°C and lows down to 17.20°C. There were 6.00 hours of precipitation and total precipitation of 3.30 mm. There were 297.24 hours of sunshine, with an average of 11.06 hours of daylight. The most frequent weather was Cloudy occurring on 15 days.",Kolkata,1997-11
"In Kolkata during 12/1997, the average temperature was 18.76°C, with highs up to 28.20°C and lows down to 9.20°C. There were 40.00 hours of precipitation and total precipitation of 44.40 mm. There were 279.87 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Cloudy occurring on 16 days.",Kolkata,1997-12
"In Kolkata during 01/1998, the average temperature was 17.95°C, with highs up to 27.40°C and lows down to 9.70°C. There were 61.00 hours of precipitation and total precipitation of 48.40 mm. There were 273.63 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Cloudy occurring on 17 days.",Kolkata,1998-01
"In Kolkata during 02/1998, the average temperature was 22.10°C, with highs up to 31.30°C and lows down to 12.20°C. There were 21.00 hours of precipitation and total precipitation of 6.80 mm. There were 279.02 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Cloudy occurring on 8 days.",Kolkata,1998-02
"In Kolkata during 03/1998, the average temperature was 24.60°C, with highs up to 34.40°C and lows down to 14.40°C. There were 77.00 hours of precipitation and total precipitation of 160.00 mm. There were 322.39 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 6 days.",Kolkata,1998-03
"In Kolkata during 04/1998, the average temperature was 28.22°C, with highs up to 36.30°C and lows down to 18.10°C. There were 79.00 hours of precipitation and total precipitation of 85.10 mm. There were 342.79 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Light Drizzle occurring on 6 days.",Kolkata,1998-04
"In Kolkata during 05/1998, the average temperature was 29.87°C, with highs up to 38.10°C and lows down to 22.90°C. There were 106.00 hours of precipitation and total precipitation of 145.50 mm. There were 319.61 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,1998-05
"In Kolkata during 06/1998, the average temperature was 30.59°C, with highs up to 40.20°C and lows down to 26.10°C. There were 208.00 hours of precipitation and total precipitation of 160.80 mm. There were 282.44 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kolkata,1998-06
"In Kolkata during 07/1998, the average temperature was 28.58°C, with highs up to 33.50°C and lows down to 25.80°C. There were 340.00 hours of precipitation and total precipitation of 265.60 mm. There were 232.19 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 19 days.",Kolkata,1998-07
"In Kolkata during 08/1998, the average temperature was 27.95°C, with highs up to 32.60°C and lows down to 25.10°C. There were 356.00 hours of precipitation and total precipitation of 311.50 mm. There were 214.64 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 18 days.",Kolkata,1998-08
"In Kolkata during 09/1998, the average temperature was 27.49°C, with highs up to 33.70°C and lows down to 24.00°C. There were 297.00 hours of precipitation and total precipitation of 295.60 mm. There were 227.91 hours of sunshine, with an average of 12.28 hours of daylight. The most frequent weather was Rain occurring on 14 days.",Kolkata,1998-09
"In Kolkata during 10/1998, the average temperature was 27.32°C, with highs up to 33.00°C and lows down to 21.00°C. There were 163.00 hours of precipitation and total precipitation of 73.60 mm. There were 281.37 hours of sunshine, with an average of 11.63 hours of daylight. The most frequent weather was Light Drizzle occurring on 13 days.",Kolkata,1998-10
"In Kolkata during 11/1998, the average temperature was 24.12°C, with highs up to 30.80°C and lows down to 14.90°C. There were 76.00 hours of precipitation and total precipitation of 61.80 mm. There were 264.06 hours of sunshine, with an average of 11.07 hours of daylight. The most frequent weather was Sunny occurring on 11 days.",Kolkata,1998-11
"In Kolkata during 12/1998, the average temperature was 19.53°C, with highs up to 27.70°C and lows down to 11.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 307.61 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Kolkata,1998-12
"In Kolkata during 01/1999, the average temperature was 18.50°C, with highs up to 29.40°C and lows down to 9.80°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 310.63 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 19 days.",Kolkata,1999-01
"In Kolkata during 02/1999, the average temperature was 23.59°C, with highs up to 33.80°C and lows down to 12.70°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 294.25 hours of sunshine, with an average of 11.39 hours of daylight. The most frequent weather was Sunny occurring on 17 days.",Kolkata,1999-02
"In Kolkata during 03/1999, the average temperature was 27.94°C, with highs up to 37.10°C and lows down to 16.40°C. There were 3.00 hours of precipitation and total precipitation of 0.50 mm. There were 343.50 hours of sunshine, with an average of 12.02 hours of daylight. The most frequent weather was Sunny occurring on 13 days.",Kolkata,1999-03
"In Kolkata during 04/1999, the average temperature was 30.54°C, with highs up to 38.70°C and lows down to 24.40°C. There were 20.00 hours of precipitation and total precipitation of 8.30 mm. There were 354.33 hours of sunshine, with an average of 12.67 hours of daylight. The most frequent weather was Mainly Sunny occurring on 9 days.",Kolkata,1999-04
"In Kolkata during 05/1999, the average temperature was 29.35°C, with highs up to 39.10°C and lows down to 23.90°C. There were 218.00 hours of precipitation and total precipitation of 227.00 mm. There were 301.55 hours of sunshine, with an average of 13.22 hours of daylight. The most frequent weather was Rain occurring on 9 days.",Kolkata,1999-05
"In Kolkata during 06/1999, the average temperature was 28.79°C, with highs up to 36.70°C and lows down to 25.80°C. There were 253.00 hours of precipitation and total precipitation of 182.80 mm. There were 253.22 hours of sunshine, with an average of 13.49 hours of daylight. The most frequent weather was Drizzle occurring on 9 days.",Kolkata,1999-06
"In Kolkata during 07/1999, the average temperature was 28.11°C, with highs up to 33.10°C and lows down to 24.80°C. There were 338.00 hours of precipitation and total precipitation of 292.80 mm. There were 220.21 hours of sunshine, with an average of 13.37 hours of daylight. The most frequent weather was Rain occurring on 17 days.",Kolkata,1999-07
"In Kolkata during 08/1999, the average temperature was 27.66°C, with highs up to 32.40°C and lows down to 24.50°C. There were 324.00 hours of precipitation and total precipitation of 228.80 mm. There were 240.10 hours of sunshine, with an average of 12.90 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kolkata,1999-08
"In Kolkata during 09/1999, the average temperature was 26.92°C, with highs up to 31.80°C and lows down to 24.10°C. There were 366.00 hours of precipitation and total precipitation of 328.00 mm. There were 212.49 hours of sunshine, with an average of 12.29 hours of daylight. The most frequent weather was Light Rain occurring on 12 days.",Kolkata,1999-09
"In Kolkata during 10/1999, the average temperature was 26.37°C, with highs up to 31.90°C and lows down to 20.10°C. There were 199.00 hours of precipitation and total precipitation of 138.80 mm. There were 261.00 hours of sunshine, with an average of 11.64 hours of daylight. The most frequent weather was Light Drizzle occurring on 6 days.",Kolkata,1999-10
"In Kolkata during 11/1999, the average temperature was 22.62°C, with highs up to 30.00°C and lows down to 14.30°C. There were 5.00 hours of precipitation and total precipitation of 1.50 mm. There were 299.70 hours of sunshine, with an average of 11.07 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kolkata,1999-11
"In Kolkata during 12/1999, the average temperature was 20.34°C, with highs up to 27.80°C and lows down to 12.10°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 306.76 hours of sunshine, with an average of 10.78 hours of daylight. The most frequent weather was Sunny occurring on 14 days.",Kolkata,1999-12
"In Kolkata during 01/2000, the average temperature was 19.25°C, with highs up to 29.10°C and lows down to 9.50°C. There were 7.00 hours of precipitation and total precipitation of 1.40 mm. There were 309.45 hours of sunshine, with an average of 10.92 hours of daylight. The most frequent weather was Sunny occurring on 20 days.",Kolkata,2000-01
"In Kolkata during 02/2000, the average temperature was 20.61°C, with highs up to 28.20°C and lows down to 12.30°C. There were 64.00 hours of precipitation and total precipitation of 63.60 mm. There were 247.98 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Cloudy occurring on 12 days.",Kolkata,2000-02
"In Kolkata during 03/2000, the average temperature was 26.61°C, with highs up to 35.10°C and lows down to 15.40°C. There were 11.00 hours of precipitation and total precipitation of 2.20 mm. There were 344.46 hours of sunshine, with an average of 12.03 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,2000-03
"In Kolkata during 04/2000, the average temperature was 29.72°C, with highs up to 37.50°C and lows down to 23.10°C. There were 47.00 hours of precipitation and total precipitation of 57.20 mm. There were 343.13 hours of sunshine, with an average of 12.68 hours of daylight. The most frequent weather was Mainly Sunny occurring on 7 days.",Kolkata,2000-04
"In Kolkata during 05/2000, the average temperature was 30.09°C, with highs up to 38.20°C and lows down to 23.80°C. There were 133.00 hours of precipitation and total precipitation of 107.40 mm. There were 342.71 hours of sunshine, with an average of 13.23 hours of daylight. The most frequent weather was Cloudy occurring on 9 days.",Kolkata,2000-05
"In Kolkata during 06/2000, the average temperature was 28.82°C, with highs up to 34.80°C and lows down to 25.40°C. There were 267.00 hours of precipitation and total precipitation of 204.90 mm. There were 258.41 hours of sunshine, with an average of 13.50 hours of daylight. The most frequent weather was Rain occurring on 11 days.",Kolkata,2000-06
"In Kolkata during 07/2000, the average temperature was 27.82°C, with highs up to 33.50°C and lows down to 24.80°C. There were 324.00 hours of precipitation and total precipitation of 249.60 mm. There were 248.88 hours of sunshine, with an average of 13.36 hours of daylight. The most frequent weather was Rain occurring on 13 days.",Kolkata,2000-07
"In Kolkata during 08/2000, the average temperature was 28.06°C, with highs up to 33.60°C and lows down to 25.30°C. There were 343.00 hours of precipitation and total precipitation of 231.20 mm. There were 256.40 hours of sunshine, with an average of 12.89 hours of daylight. The most frequent weather was Rain occurring on 10 days.",Kolkata,2000-08
"In Kolkata during 09/2000, the average temperature was 27.19°C, with highs up to 32.60°C and lows down to 22.70°C. There were 304.00 hours of precipitation and total precipitation of 317.00 mm. There were 215.90 hours of sunshine, with an average of 12.27 hours of daylight. The most frequent weather was Rain occurring on 12 days.",Kolkata,2000-09
"In Kolkata during 10/2000, the average temperature was 26.69°C, with highs up to 32.40°C and lows down to 19.50°C. There were 107.00 hours of precipitation and total precipitation of 162.70 mm. There were 291.97 hours of sunshine, with an average of 11.62 hours of daylight. The most frequent weather was Light Drizzle occurring on 10 days.",Kolkata,2000-10
"In Kolkata during 11/2000, the average temperature was 23.47°C, with highs up to 29.60°C and lows down to 15.10°C. There were 14.00 hours of precipitation and total precipitation of 4.80 mm. There were 297.24 hours of sunshine, with an average of 11.06 hours of daylight. The most frequent weather was Mainly Sunny occurring on 8 days.",Kolkata,2000-11
"In Kolkata during 12/2000, the average temperature was 19.06°C, with highs up to 27.40°C and lows down to 11.00°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 307.53 hours of sunshine, with an average of 10.77 hours of daylight. The most frequent weather was Sunny occurring on 23 days.",Kolkata,2000-12
"In Kolkata during 01/2001, the average temperature was 17.75°C, with highs up to 29.20°C and lows down to 8.50°C. There were 0.00 hours of precipitation and total precipitation of 0.00 mm. There were 309.82 hours of sunshine, with an average of 10.93 hours of daylight. The most frequent weather was Sunny occurring on 15 days.",Kolkata,2001-01
"In Kolkata during 02/2001, the average temperature was 22.49°C, with highs up to 31.80°C and lows down to 11.00°C. There were 22.00 hours of precipitation and total precipitation of 20.00 mm. There were 293.80 hours of sunshine, with an average of 11.40 hours of daylight. The most frequent weather was Sunny occurring on 9 days.",Kolkata,2001-02
